datetime,aerial_(fly-over),drills/exercises,environmental,fire,infrastructure,mass_transit_disruption,mass_transit_restoration,missing_adult,missing_child/adolescent,parking,public_awareness,public_health,road_closure,school_notification,structural,utility,weather,temperature_f,wind_dir_degrees,wind_speed_mph,broken_clouds,drizzle,dust,few_clouds,fog,freezing_rain,haze,heavy_intensity_drizzle,heavy_intensity_rain,heavy_snow,heavy_thunderstorm,light_intensity_drizzle,light_intensity_shower_rain,light_rain,light_rain_and_snow,light_snow,mist,moderate_rain,overcast_clouds,proximity_thunderstorm,proximity_thunderstorm_with_drizzle,proximity_thunderstorm_with_rain,sand,sand/dust_whirls,scattered_clouds,shower_rain,sky_is_clear,smoke,snow,squalls,thunderstorm,thunderstorm_with_heavy_rain,thunderstorm_with_light_drizzle,thunderstorm_with_light_rain,thunderstorm_with_rain,very_heavy_rain,outage
2014-07-29 11:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62.11,280.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-29 13:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66.31,300.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-29 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73.67,286.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69.8,310.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-30 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.55,335.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-30 10:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58.31,330.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-30 12:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62.13,340.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-30 14:00:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70.84,340.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-07-30 15:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73.47,0.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-31 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.51,240.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-31 13:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68.45,270.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-31 14:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71.98,190.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-31 17:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.99,200.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-01 06:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.11,170.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-01 11:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67.26,230.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-01 15:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79.41,189.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-01 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.37,163.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-01 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72.17,167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-02 07:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.56,320.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-02 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.45,50.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-02 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65.64,50.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-08-03 01:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66.92,40.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-03 08:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.67,16.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-04 12:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70.7,260.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-04 19:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82.61,250.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-05 10:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65.42,230.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-05 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66.76,350.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-05 13:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.5,10.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-05 14:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80.08,20.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-05 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82.74,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-05 16:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.49,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-05 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85.55,300.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-06 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70.59,360.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-06 07:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68.81,360.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-06 08:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.76,360.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-06 15:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75.22,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-07 04:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66.99,320.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-07 14:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73.43,320.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-07 16:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78.1,340.0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-07 17:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80.09,310.0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-07 20:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81.7,310.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-07 22:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80.08,310.0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-08 13:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68.79,300.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-08 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74.91,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-09 03:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.13,320.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-09 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65.82,320.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-08-09 21:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82.6,80.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-10 00:00:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77.36,191.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-10 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62.18,270.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-08-10 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63.44,85.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-10 11:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68.04,215.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-10 22:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.67,140.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-11 11:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64.06,245.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-11 12:00:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.79,245.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-11 13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69.37,245.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-11 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74.75,172.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-11 16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82.97,170.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-08-11 18:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.35,160.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-11 19:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83.33,170.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-12 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70.05,140.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-12 19:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.4,130.0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72.34,120.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-08-13 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70.82,120.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-13 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69.65,120.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-13 08:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.33,100.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-13 09:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69.64,70.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-13 15:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72.03,330.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-13 17:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76.15,300.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-13 18:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77.81,280.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-14 08:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.51,290.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-14 09:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.43,280.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-14 10:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62.9,270.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-14 11:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.37,270.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-14 17:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.32,260.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-14 18:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74.19,270.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-14 20:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75.86,270.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-15 02:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.96,240.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-15 07:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.86,300.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-16 18:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75.53,222.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-16 19:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77.25,210.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-16 20:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77.56,234.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-17 16:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,73.52,290.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-18 15:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71.02,330.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-18 17:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.23,292.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-18 18:00:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76.51,294.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-19 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61.75,10.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-20 12:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67.58,55.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-20 16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78.2,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-21 16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78.08,150.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-21 17:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78.24,150.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-21 18:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78.35,120.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-21 22:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.58,140.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-21 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75.4,140.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-22 07:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.23,147.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-23 07:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.96,70.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-23 19:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71.01,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-25 12:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61.68,20.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-25 13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67.58,10.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-08-26 17:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82.7,147.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-26 19:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84.92,150.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-27 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64.51,270.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-08-27 12:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67.73,300.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-27 15:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.19,220.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
