,date,id,tweet,userid
0,2017-01-21 01:17:44,822614119824166912,Hey @ConEdison is this for real our long term solution to our power outage? pic.twitter.com/ovxPzzTMdK,b'adamparrish'
1,2017-01-20 18:25:53,822510473438433281,"Due to a power outage, the Intrepid Museum has evacuated 600 people. No injuries reported - @ConEdison is responding",b'CoreyinNYC'
2,2017-01-19 22:57:05,822216339259609093,"@ConEdison  Big power outage in Dyker Heights, Brooklyn; why does no one at Con Ed know about it?",b'JoannaCocoGrove'
3,2017-01-18 00:40:50,821517672164786176,"Here is the latest update from @ConEdison on the power outage in Tottenville, Charleston & Pleasant Plains pic.twitter.com/70UBGpdQsJ",b'StatenIslUSA'
4,2017-01-17 23:31:10,821500140263448576,"NotifyNYC: .ConEdison responding to a power outage in Pleasant Plains, SI. To report a loss of service, contact Co… http://www.coned.com ",b'EastCoast911IA'
5,2017-01-17 23:30:14,821499904556199941,".@ConEdison responding to a power outage in Pleasant Plains, SI. To report a loss of service, contact ConEd  http://www.coned.com ",b'NotifyNYC'
6,2017-01-16 19:16:09,821073572101816320,"NotifyNYC: .ConEdison responding to a power outage in Murray Hill,QN. To report a loss of service, contact ConEd  http://www.coned.com ",b'EastCoast911IA'
7,2017-01-16 19:15:20,821073367495307264,".@ConEdison responding to a power outage in Murray Hill,QN. To report a loss of service, contact ConEd  http://www.coned.com ",b'NotifyNYC'
8,2017-01-07 21:06:24,817839828582678529,"NotifyNYC: .ConEdison is responding to a power outage in BK, ZIP 11229.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .",b'EastCoast911IA'
9,2017-01-07 21:05:00,817839478102487040,".@ConEdison is responding to a power outage in BK, ZIP 11229.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .",b'NotifyNYC'
10,2017-01-06 13:06:39,817356707504553984,NotifyNYC: .ConEdison is responding to a power outage in BX ZIPs 10461 & 10462.  Report service loss: 1-800-75-CON… http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
11,2017-01-06 13:00:04,817355050582495232,@Conedison what's going on with the power outage in Morris Park?? When will it be fixed??,b'MislayChristian'
12,2017-01-06 12:55:47,817353973283876864,.@ConEdison is responding to a power outage in BX ZIPs 10461 & 10462.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
13,2017-01-03 23:29:39,816426326970298368,@ConEdison fix this power outage b,b'Viillainzz'
14,2017-01-21 01:17:44,822614119824166912,Hey @ConEdison is this for real our long term solution to our power outage? pic.twitter.com/ovxPzzTMdK,b'adamparrish'
15,2017-01-20 18:25:53,822510473438433281,"Due to a power outage, the Intrepid Museum has evacuated 600 people. No injuries reported - @ConEdison is responding",b'CoreyinNYC'
16,2017-01-19 22:57:05,822216339259609093,"@ConEdison  Big power outage in Dyker Heights, Brooklyn; why does no one at Con Ed know about it?",b'JoannaCocoGrove'
17,2017-01-18 00:40:50,821517672164786176,"Here is the latest update from @ConEdison on the power outage in Tottenville, Charleston & Pleasant Plains pic.twitter.com/70UBGpdQsJ",b'StatenIslUSA'
18,2017-01-17 23:31:10,821500140263448576,"NotifyNYC: .ConEdison responding to a power outage in Pleasant Plains, SI. To report a loss of service, contact Co… http://www.coned.com ",b'EastCoast911IA'
19,2017-01-17 23:30:14,821499904556199941,".@ConEdison responding to a power outage in Pleasant Plains, SI. To report a loss of service, contact ConEd  http://www.coned.com ",b'NotifyNYC'
20,2017-01-16 19:16:09,821073572101816320,"NotifyNYC: .ConEdison responding to a power outage in Murray Hill,QN. To report a loss of service, contact ConEd  http://www.coned.com ",b'EastCoast911IA'
21,2017-01-16 19:15:20,821073367495307264,".@ConEdison responding to a power outage in Murray Hill,QN. To report a loss of service, contact ConEd  http://www.coned.com ",b'NotifyNYC'
22,2017-01-07 21:06:24,817839828582678529,"NotifyNYC: .ConEdison is responding to a power outage in BK, ZIP 11229.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .",b'EastCoast911IA'
23,2017-01-07 21:05:00,817839478102487040,".@ConEdison is responding to a power outage in BK, ZIP 11229.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .",b'NotifyNYC'
24,2017-01-06 13:06:39,817356707504553984,NotifyNYC: .ConEdison is responding to a power outage in BX ZIPs 10461 & 10462.  Report service loss: 1-800-75-CON… http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
25,2017-01-06 13:00:04,817355050582495232,@Conedison what's going on with the power outage in Morris Park?? When will it be fixed??,b'MislayChristian'
26,2017-01-06 12:55:47,817353973283876864,.@ConEdison is responding to a power outage in BX ZIPs 10461 & 10462.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
27,2017-01-03 23:29:39,816426326970298368,@ConEdison fix this power outage b,b'Viillainzz'
28,2017-01-21 01:17:44,822614119824166912,Hey @ConEdison is this for real our long term solution to our power outage? pic.twitter.com/ovxPzzTMdK,b'adamparrish'
29,2017-01-20 18:25:53,822510473438433281,"Due to a power outage, the Intrepid Museum has evacuated 600 people. No injuries reported - @ConEdison is responding",b'CoreyinNYC'
30,2017-01-19 22:57:05,822216339259609093,"@ConEdison  Big power outage in Dyker Heights, Brooklyn; why does no one at Con Ed know about it?",b'JoannaCocoGrove'
31,2017-01-18 00:40:50,821517672164786176,"Here is the latest update from @ConEdison on the power outage in Tottenville, Charleston & Pleasant Plains pic.twitter.com/70UBGpdQsJ",b'StatenIslUSA'
32,2017-01-17 23:31:10,821500140263448576,"NotifyNYC: .ConEdison responding to a power outage in Pleasant Plains, SI. To report a loss of service, contact Co… http://www.coned.com ",b'EastCoast911IA'
33,2017-01-17 23:30:14,821499904556199941,".@ConEdison responding to a power outage in Pleasant Plains, SI. To report a loss of service, contact ConEd  http://www.coned.com ",b'NotifyNYC'
34,2017-01-16 19:16:09,821073572101816320,"NotifyNYC: .ConEdison responding to a power outage in Murray Hill,QN. To report a loss of service, contact ConEd  http://www.coned.com ",b'EastCoast911IA'
35,2017-01-16 19:15:20,821073367495307264,".@ConEdison responding to a power outage in Murray Hill,QN. To report a loss of service, contact ConEd  http://www.coned.com ",b'NotifyNYC'
36,2017-01-07 21:06:24,817839828582678529,"NotifyNYC: .ConEdison is responding to a power outage in BK, ZIP 11229.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .",b'EastCoast911IA'
37,2017-01-07 21:05:00,817839478102487040,".@ConEdison is responding to a power outage in BK, ZIP 11229.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .",b'NotifyNYC'
38,2017-01-06 13:06:39,817356707504553984,NotifyNYC: .ConEdison is responding to a power outage in BX ZIPs 10461 & 10462.  Report service loss: 1-800-75-CON… http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
39,2017-01-06 13:00:04,817355050582495232,@Conedison what's going on with the power outage in Morris Park?? When will it be fixed??,b'MislayChristian'
40,2017-01-06 12:55:47,817353973283876864,.@ConEdison is responding to a power outage in BX ZIPs 10461 & 10462.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
41,2017-01-03 23:29:39,816426326970298368,@ConEdison fix this power outage b,b'Viillainzz'
42,2017-01-21 01:17:44,822614119824166912,Hey @ConEdison is this for real our long term solution to our power outage? pic.twitter.com/ovxPzzTMdK,b'adamparrish'
43,2017-01-20 18:25:53,822510473438433281,"Due to a power outage, the Intrepid Museum has evacuated 600 people. No injuries reported - @ConEdison is responding",b'CoreyinNYC'
44,2017-01-19 22:57:05,822216339259609093,"@ConEdison  Big power outage in Dyker Heights, Brooklyn; why does no one at Con Ed know about it?",b'JoannaCocoGrove'
45,2017-01-18 00:40:50,821517672164786176,"Here is the latest update from @ConEdison on the power outage in Tottenville, Charleston & Pleasant Plains pic.twitter.com/70UBGpdQsJ",b'StatenIslUSA'
46,2017-01-17 23:31:10,821500140263448576,"NotifyNYC: .ConEdison responding to a power outage in Pleasant Plains, SI. To report a loss of service, contact Co… http://www.coned.com ",b'EastCoast911IA'
47,2017-01-17 23:30:14,821499904556199941,".@ConEdison responding to a power outage in Pleasant Plains, SI. To report a loss of service, contact ConEd  http://www.coned.com ",b'NotifyNYC'
48,2017-01-16 19:16:09,821073572101816320,"NotifyNYC: .ConEdison responding to a power outage in Murray Hill,QN. To report a loss of service, contact ConEd  http://www.coned.com ",b'EastCoast911IA'
49,2017-01-16 19:15:20,821073367495307264,".@ConEdison responding to a power outage in Murray Hill,QN. To report a loss of service, contact ConEd  http://www.coned.com ",b'NotifyNYC'
50,2017-01-07 21:06:24,817839828582678529,"NotifyNYC: .ConEdison is responding to a power outage in BK, ZIP 11229.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .",b'EastCoast911IA'
51,2017-01-07 21:05:00,817839478102487040,".@ConEdison is responding to a power outage in BK, ZIP 11229.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .",b'NotifyNYC'
52,2017-01-06 13:06:39,817356707504553984,NotifyNYC: .ConEdison is responding to a power outage in BX ZIPs 10461 & 10462.  Report service loss: 1-800-75-CON… http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
53,2017-01-06 13:00:04,817355050582495232,@Conedison what's going on with the power outage in Morris Park?? When will it be fixed??,b'MislayChristian'
54,2017-01-06 12:55:47,817353973283876864,.@ConEdison is responding to a power outage in BX ZIPs 10461 & 10462.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
55,2017-01-03 23:29:39,816426326970298368,@ConEdison fix this power outage b,b'Viillainzz'
56,2017-01-21 01:17:44,822614119824166912,Hey @ConEdison is this for real our long term solution to our power outage? pic.twitter.com/ovxPzzTMdK,b'adamparrish'
57,2017-01-20 18:25:53,822510473438433281,"Due to a power outage, the Intrepid Museum has evacuated 600 people. No injuries reported - @ConEdison is responding",b'CoreyinNYC'
58,2017-01-19 22:57:05,822216339259609093,"@ConEdison  Big power outage in Dyker Heights, Brooklyn; why does no one at Con Ed know about it?",b'JoannaCocoGrove'
59,2017-01-18 00:40:50,821517672164786176,"Here is the latest update from @ConEdison on the power outage in Tottenville, Charleston & Pleasant Plains pic.twitter.com/70UBGpdQsJ",b'StatenIslUSA'
60,2017-01-17 23:31:10,821500140263448576,"NotifyNYC: .ConEdison responding to a power outage in Pleasant Plains, SI. To report a loss of service, contact Co… http://www.coned.com ",b'EastCoast911IA'
61,2017-01-17 23:30:14,821499904556199941,".@ConEdison responding to a power outage in Pleasant Plains, SI. To report a loss of service, contact ConEd  http://www.coned.com ",b'NotifyNYC'
62,2017-01-16 19:16:09,821073572101816320,"NotifyNYC: .ConEdison responding to a power outage in Murray Hill,QN. To report a loss of service, contact ConEd  http://www.coned.com ",b'EastCoast911IA'
63,2017-01-16 19:15:20,821073367495307264,".@ConEdison responding to a power outage in Murray Hill,QN. To report a loss of service, contact ConEd  http://www.coned.com ",b'NotifyNYC'
64,2017-01-07 21:06:24,817839828582678529,"NotifyNYC: .ConEdison is responding to a power outage in BK, ZIP 11229.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .",b'EastCoast911IA'
65,2017-01-07 21:05:00,817839478102487040,".@ConEdison is responding to a power outage in BK, ZIP 11229.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .",b'NotifyNYC'
66,2017-01-06 13:06:39,817356707504553984,NotifyNYC: .ConEdison is responding to a power outage in BX ZIPs 10461 & 10462.  Report service loss: 1-800-75-CON… http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
67,2017-01-06 13:00:04,817355050582495232,@Conedison what's going on with the power outage in Morris Park?? When will it be fixed??,b'MislayChristian'
68,2017-01-06 12:55:47,817353973283876864,.@ConEdison is responding to a power outage in BX ZIPs 10461 & 10462.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
