,date,id,tweet,userid
0,2017-02-14 01:41:16,831317349915566082,@ConEdison power outage on street @ 1 -told fixed by 8- now by 3am no update- u stink. Monopolies are bad for all! Need more competition,b'Sjt1515'
1,2017-02-13 16:22:27,831176721076461569,RT @NotifyNYC @ConEdison is responding to a power outage in BK ZIPs 11203 & 11234. http://on.nyc.gov/22lyehC .,b'BklynEagle'
2,2017-02-13 16:20:13,831176161183019008,NotifyNYC: .ConEdison ConEd is responding to a power outage in BK ZIPs 11203 & 11234.  Report service loss: 1-800-… http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
3,2017-02-13 16:17:53,831175571119960064,.@ConEdison ConEd is responding to a power outage in BK ZIPs 11203 & 11234.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
4,2017-02-13 15:40:19,831166117557186560,NotifyNYC: .ConEdison  ConEd is responding to a power outage in QN ZIPs 11356 & 11357.  Report service loss: 1-800… http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
5,2017-02-13 15:39:15,831165849520242688,RT @NotifyNYC: .@ConEdison  ConEd is responding to a power outage in QN ZIPs 11356 & 11357.  (cont) http://tl.gd/nnfd7i ,b'res7cuefox5'
6,2017-02-13 15:36:01,831165034361450497,.@ConEdison  ConEd is responding to a power outage in QN ZIPs 11356 & 11357.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
7,2017-02-12 10:52:23,830731268522442752,NotifyNYC: .ConEdison ConEd is responding to a power outage in (SI) ZIPs 10306.  Report service loss: 1-800-75-CON… http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
8,2017-02-12 10:49:47,830730613321785348,.@ConEdison ConEd is responding to a power outage in (SI) ZIPs 10306.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
9,2017-02-11 16:43:09,830457155279007746,170 N 5th - Limited power outage. Some of ConEdison's equipment has shorted out due possibly to snow melt.  ConEd en route to repair.,b'UrbanAmericanRE'
10,2017-02-11 03:12:33,830253159083868162,@ConEdison power outage in Brooklyn. Lincoln road Btwn Bedford & Flatbush. Is there a fix anytime soon????,b'ShoSandy'
11,2017-02-10 02:30:31,829880194613772289,Power outage in 54ave elmurst. @ConEdison not sure what time power is back. Have 18mo old and 4 y. O at home. @NYCMayor help,b'iamdanmichelle'
